order_id,product_name,category,order_date,revenue,region
147,Chicken,Dairy,2023-01-03,395.711291593727,Central
148,Chicken,Produce,2023-03-07,109.977259182851,Central
149,Vegetables,Grains,2023-03-10,378.430676420283,East
150,Vegetables,Dairy,2023-07-04,469.875656785741,West
151,Milk,Grains,2023-05-25,484.837147162396,North
152,Eggs,Produce,2023-04-05,319.71383923545,East
153,Vegetables,Dairy,2023-09-08,454.685118874291,North
154,Milk,Dairy,2023-05-05,120.821463359489,East
155,Fruits,Grains,2023-09-17,44.4567797174382,North
156,Rice,Grains,2023-09-14,444.450145921427,East
157,Fruits,Bakery,2023-09-25,185.499333592272,West
158,Bread,Bakery,2023-10-20,36.640719767133,Central
159,Rice,Dairy,2023-02-15,231.993919653069,West
160,Fruits,Meat,2023-02-27,103.842098433782,East
161,Vegetables,Bakery,2023-07-06,483.034082849188,East
162,Chicken,Dairy,2023-11-11,20.142245800448,East
163,Eggs,Dairy,2023-02-07,484.963942223305,Central
164,Fruits,Produce,2023-08-21,86.3535147328515,South
165,Chicken,Dairy,2023-11-21,296.924533006964,North
166,Milk,Meat,2023-05-27,360.622313030096,North
167,Milk,Bakery,2023-12-16,175.570248879752,Central
168,Chicken,Produce,2023-10-01,454.727580272502,South
169,Vegetables,Grains,2023-11-07,128.463977298192,North
170,Milk,Produce,2023-10-23,416.025676129714,Central
171,Rice,Bakery,2023-05-26,281.068308692127,East
172,Bread,Dairy,2023-09-29,91.3750307825775,South
173,Eggs,Bakery,2023-02-17,283.159186970885,North
174,Vegetables,Bakery,2023-07-08,207.978766578343,West
175,Vegetables,Bakery,2023-05-30,409.844321092971,West
176,Rice,Grains,2023-10-24,162.590931014306,North
177,Rice,Grains,2023-01-15,413.035009015838,West
178,Milk,Produce,2023-08-01,401.452975121168,North
179,Chicken,Dairy,2023-10-23,229.058111588713,Central
180,Milk,Produce,2023-05-03,159.103341503633,North
181,Vegetables,Grains,2023-08-05,359.362263924823,North
182,Bread,Bakery,2023-09-02,265.548572903185,Central
183,Bread,Produce,2023-06-29,329.526111109785,East
184,Milk,Dairy,2023-10-07,490.337398997684,South
185,Rice,Grains,2023-06-28,458.111330572106,West
186,Bread,Produce,2023-07-11,193.379567087433,West
187,Bread,Bakery,2023-10-13,81.969287153862,South
188,Eggs,Bakery,2023-02-25,351.308209850654,Central
189,Rice,Grains,2023-06-01,146.569269745731,West
190,Rice,Grains,2023-03-05,27.3206283784452,West
191,Milk,Bakery,2023-08-03,116.840403653208,West
192,Vegetables,Meat,2023-04-23,438.076945646671,East
193,Milk,Dairy,2023-04-01,17.9719767901617,Central
194,Chicken,Produce,2023-06-04,254.899404664734,East
195,Chicken,Bakery,2023-08-31,23.9296946018402,North
196,Bread,Produce,2023-12-23,393.587403856824,South
197,Chicken,Bakery,2023-03-06,59.5601085800187,South
198,Fruits,Meat,2023-02-13,420.225898674154,Central
199,Chicken,Produce,2023-03-16,227.806303012712,West
200,Eggs,Dairy,2023-07-21,300.311227236486,South
201,Chicken,Produce,2023-12-30,189.084247012414,East
202,Milk,Produce,2023-11-03,91.0051917481265,East
203,Vegetables,Meat,2023-09-21,374.754460767134,South
204,Fruits,Bakery,2023-10-06,399.038718069492,East
205,Milk,Dairy,2023-01-28,420.563449340584,East
206,Chicken,Produce,2023-10-31,226.335811849272,North
207,Fruits,Bakery,2023-11-10,234.18990046749,West
208,Vegetables,Grains,2023-08-15,95.3777308865745,North
209,Vegetables,Produce,2023-05-15,290.146041808433,Central
210,Eggs,Grains,2023-10-03,242.065254265287,South
211,Fruits,Bakery,2023-11-23,396.49015566956,East
212,Fruits,Bakery,2023-06-29,222.803264571982,South
213,Bread,Grains,2023-03-02,67.0512994512534,East
214,Rice,Bakery,2023-08-31,347.217286901633,East
215,Bread,Bakery,2023-07-11,201.403657923705,South
216,Vegetables,Bakery,2023-04-21,453.545050414968,North
217,Eggs,Produce,2023-11-03,62.8372448096223,South
218,Rice,Bakery,2023-08-03,23.6226296037808,South
219,Milk,Grains,2023-07-12,193.822467389212,North
220,Fruits,Bakery,2023-12-29,46.1811462877992,West
221,Rice,Produce,2023-10-17,296.86479291301,Central
222,Chicken,Grains,2023-04-27,406.523844621563,North
223,Milk,Dairy,2023-04-03,235.803870108375,East
224,Rice,Meat,2023-11-28,118.235331592278,West
225,Eggs,Produce,2023-04-29,348.161384962122,North
226,Vegetables,Grains,2023-09-16,264.093256128558,South
227,Bread,Produce,2023-06-27,422.307230340848,North
228,Fruits,Bakery,2023-10-25,282.03267939798,South
229,Rice,Grains,2023-09-28,195.366368459404,West
230,Vegetables,Dairy,2023-08-04,89.6594487920244,East
231,Eggs,Meat,2023-03-19,251.245385930476,North
232,Chicken,Bakery,2023-07-20,179.891944969163,West
233,Milk,Dairy,2023-12-02,178.265442796422,East
234,Rice,Dairy,2023-02-12,379.235268820263,East
235,Vegetables,Grains,2023-03-06,119.69574353697,North
236,Rice,Produce,2023-03-25,377.792550609128,North
237,Milk,Meat,2023-03-20,301.121969948993,East
238,Eggs,Meat,2023-10-18,253.055334967467,East
239,Eggs,Meat,2023-05-12,26.2590058834645,South
240,Rice,Meat,2023-03-31,68.4358337184502,South
241,Rice,Meat,2023-12-29,157.092751216007,South
242,Milk,Bakery,2023-08-05,382.134911887047,West
243,Fruits,Grains,2023-02-07,473.970465092675,South
244,Milk,Meat,2023-08-23,287.162170596771,East
245,Fruits,Dairy,2023-03-16,174.684047752373,East
246,Rice,Bakery,2023-09-06,113.518361453374,Central
247,Chicken,Produce,2023-10-13,346.845174061127,East
248,Vegetables,Produce,2023-04-17,274.534284335771,North
249,Vegetables,Bakery,2023-10-04,215.432445361755,West
250,Bread,Dairy,2023-06-16,317.220742629415,North
251,Fruits,Grains,2023-08-27,410.253441988391,North
252,Eggs,Grains,2023-10-19,228.067516052737,North
253,Rice,Bakery,2023-11-06,138.682261288306,South
254,Milk,Meat,2023-04-09,135.707786562795,East
255,Rice,Dairy,2023-12-28,335.326184327581,East
256,Chicken,Grains,2023-12-24,174.756157077471,West
257,Milk,Produce,2023-08-07,350.063607647981,North
258,Fruits,Grains,2023-10-20,37.223291543113,West
259,Fruits,Bakery,2023-03-13,244.822119021525,North
260,Rice,Meat,2023-01-31,31.9423226131415,South
261,Milk,Grains,2023-03-06,27.6632985293698,West
262,Fruits,Bakery,2023-11-17,316.437498423227,North
263,Fruits,Bakery,2023-09-28,85.0571497897922,North
264,Vegetables,Produce,2023-01-14,22.7755025335601,South
265,Eggs,Bakery,2023-03-08,484.53905148913,North
266,Milk,Meat,2023-10-26,388.194805790805,West
267,Chicken,Meat,2023-11-26,47.2528884620509,North
268,Chicken,Produce,2023-08-11,335.338166707668,South
269,Eggs,Bakery,2023-02-10,426.429103217276,North
270,Chicken,Grains,2023-10-22,453.205707175721,North
271,Milk,Grains,2023-04-21,108.806026936686,North
272,Fruits,Produce,2023-01-20,108.952067230221,South
273,Milk,Dairy,2023-01-22,206.549786459298,North
274,Chicken,Grains,2023-09-30,170.827767010046,East
275,Eggs,Dairy,2023-08-24,187.100866656532,West
276,Chicken,Dairy,2023-06-07,64.817847073558,South
277,Fruits,Meat,2023-07-18,159.612994945919,East
278,Milk,Produce,2023-04-19,409.578797151878,North
279,Rice,Meat,2023-01-22,425.801411788206,East
280,Bread,Produce,2023-04-12,220.898495639342,East
281,Chicken,Bakery,2023-09-11,221.299662276828,North
282,Rice,Grains,2023-11-20,27.929165109555,South
283,Bread,Grains,2023-05-23,363.471784882308,West
284,Vegetables,Produce,2023-05-05,108.811040697293,North
285,Milk,Grains,2023-01-04,271.071076199843,East
286,Bread,Bakery,2023-07-25,331.598808644046,South
287,Vegetables,Meat,2023-05-15,425.953713277104,South
288,Vegetables,Grains,2023-01-28,297.654981701928,North
289,Vegetables,Dairy,2023-07-08,486.452699732465,Central
290,Eggs,Dairy,2023-03-27,407.355106323297,East
291,Eggs,Produce,2023-10-20,101.977294932353,Central
292,Chicken,Produce,2023-01-28,110.317374860977,North
293,Eggs,Bakery,2023-07-25,229.080698507471,East
294,Eggs,Produce,2023-05-23,156.245859990466,Central
295,Eggs,Grains,2023-02-13,249.425057924349,North
296,Rice,Bakery,2023-05-24,221.645286415349,Central
297,Rice,Bakery,2023-07-18,207.164925528665,North
298,Bread,Meat,2023-08-21,415.206082246427,Central
299,Fruits,Produce,2023-05-25,450.633246544375,South
300,Eggs,Produce,2023-09-21,8.67428764144461,South
301,Rice,Bakery,2023-11-12,187.166053555521,South
302,Chicken,Produce,2023-12-07,157.623493473089,East
303,Rice,Dairy,2023-10-26,353.842519587838,South
304,Rice,Meat,2023-12-22,149.896353244118,North
305,Eggs,Produce,2023-10-27,172.70923042391,West
306,Vegetables,Produce,2023-07-04,423.46664393876,Central
307,Fruits,Dairy,2023-10-03,416.866523011193,North
308,Rice,Grains,2023-04-06,53.7277985766372,East
309,Milk,Meat,2023-10-30,42.4083578780775,West
310,Rice,Bakery,2023-01-18,14.3396937645871,South
311,Vegetables,Meat,2023-11-02,239.394191560186,East
312,Eggs,Grains,2023-11-14,43.6035128151038,Central
313,Chicken,Grains,2023-04-27,383.285852941221,North
314,Chicken,Bakery,2023-12-10,145.833285595217,North
315,Fruits,Produce,2023-04-14,363.593391182466,Central
316,Bread,Bakery,2023-07-25,37.6237778090012,North
317,Vegetables,Dairy,2023-05-02,222.225283722687,North
318,Rice,Grains,2023-01-10,333.946560980087,South
319,Rice,Meat,2023-01-22,201.888200263862,Central
320,Eggs,Bakery,2023-07-02,361.639520003228,South
321,Chicken,Dairy,2023-11-26,232.888431657917,East
322,Milk,Grains,2023-09-08,45.5125982658745,South
323,Vegetables,Produce,2023-10-31,22.3403013316577,South
324,Eggs,Grains,2023-06-13,20.1732384045594,West
325,Eggs,Dairy,2023-08-03,448.821309973185,West
326,Rice,Dairy,2023-05-02,112.349598968236,West
327,Rice,Grains,2023-06-22,141.166694234514,South
328,Chicken,Meat,2023-09-10,304.629203680403,South
329,Chicken,Bakery,2023-09-22,435.345509560436,Central
330,Rice,Grains,2023-07-20,117.519584699815,West
331,Milk,Produce,2023-07-06,439.655733340407,West
332,Eggs,Grains,2023-09-16,296.954143368911,South
333,Milk,Bakery,2023-01-19,25.2722025353938,North
334,Eggs,Meat,2023-01-15,155.156384945751,East
335,Fruits,Meat,2023-05-28,475.405207624841,East
336,Chicken,Grains,2023-04-12,212.914199400975,North
337,Rice,Bakery,2023-11-03,282.349744649228,Central
338,Vegetables,Produce,2023-04-23,150.83885501775,East
339,Fruits,Bakery,2023-10-26,191.459861824617,South
340,Vegetables,Dairy,2023-07-24,379.279162024223,East
341,Rice,Meat,2023-02-24,43.1216036247565,West
342,Eggs,Meat,2023-04-19,13.0649192912187,East
343,Rice,Grains,2023-08-12,174.389665116814,West
344,Milk,Grains,2023-08-05,467.514409950864,South
345,Milk,Meat,2023-12-01,477.689522083048,South
346,Bread,Meat,2023-07-26,319.963864707852,East
347,Bread,Grains,2023-01-13,139.91069346782,South
348,Fruits,Produce,2023-05-12,331.223940513889,North
349,Rice,Dairy,2023-09-30,50.3627704145748,Central
350,Bread,Bakery,2023-08-20,188.627203474545,North
351,Eggs,Bakery,2023-01-13,64.3228226404728,West
352,Rice,Bakery,2023-11-05,288.05850915209,West
353,Vegetables,Produce,2023-11-14,159.023108556767,East
354,Rice,Produce,2023-08-01,246.825371237707,North
355,Milk,Dairy,2023-03-03,405.321347038952,East
356,Rice,Dairy,2023-10-28,82.0773733355015,North
357,Rice,Bakery,2023-01-22,490.424593598711,East
358,Milk,Grains,2023-08-03,343.183989871575,West
359,Bread,Dairy,2023-07-31,469.737225658208,West
360,Eggs,Produce,2023-07-11,222.34675798713,East
361,Chicken,Dairy,2023-01-18,349.25261249701,South
362,Vegetables,Bakery,2023-03-16,145.362349407144,East
363,Vegetables,Bakery,2023-10-13,471.077453995424,South
364,Milk,Dairy,2023-01-02,240.774526454016,North
365,Fruits,Produce,2023-05-23,125.937646056953,Central
366,Vegetables,Produce,2023-06-27,400.874157898861,Central
367,Vegetables,Grains,2023-03-23,337.864013069005,North
368,Eggs,Grains,2023-05-02,85.4573017491645,South
369,Milk,Bakery,2023-12-02,82.9401067329544,Central
370,Fruits,Produce,2023-07-26,201.679785305796,Central
371,Milk,Grains,2023-12-29,257.541379341996,Central
372,Bread,Produce,2023-07-11,445.251168129921,East
373,Chicken,Produce,2023-06-15,48.0859650452891,East
374,Rice,Meat,2023-06-03,197.884745928419,East
375,Rice,Grains,2023-01-26,456.181303343905,Central
376,Chicken,Meat,2023-03-07,362.806061699711,Central
377,Milk,Grains,2023-09-19,349.059234121364,East
378,Fruits,Bakery,2023-10-07,256.190827084731,South
379,Vegetables,Meat,2023-08-08,479.282875109597,West
380,Vegetables,Dairy,2023-08-10,499.630762888871,North
381,Eggs,Bakery,2023-02-05,38.2331965969916,West
382,Vegetables,Grains,2023-01-28,21.7982390923718,North
383,Rice,Produce,2023-08-22,269.685298373433,East
384,Milk,Meat,2023-05-25,162.039927768808,Central
385,Fruits,Dairy,2023-05-25,119.977144467673,West
386,Milk,Meat,2023-01-19,231.842490192687,East
387,Rice,Grains,2023-02-19,277.222231267781,North
388,Eggs,Grains,2023-05-11,127.175402498864,East
389,Bread,Produce,2023-02-13,115.051348353157,East
390,Fruits,Bakery,2023-09-25,351.286185030844,East
391,Chicken,Grains,2023-03-22,132.518738296849,Central
392,Eggs,Produce,2023-12-13,464.614756779646,Central
393,Milk,Meat,2023-08-17,403.758287649884,East
394,Milk,Meat,2023-07-04,471.611714715978,West
395,Eggs,Meat,2023-01-18,299.767735826113,East
396,Eggs,Meat,2023-08-14,324.112847797208,North
397,Fruits,Meat,2023-10-15,342.364084370187,East
398,Bread,Produce,2023-04-23,485.007828080242,West
399,Milk,Dairy,2023-12-12,302.755413662729,North
400,Vegetables,Bakery,2023-11-02,9.06561570594862,South
401,Chicken,Grains,2023-05-05,274.365540672048,South
402,Rice,Bakery,2023-02-02,371.608295681476,West
403,Rice,Grains,2023-09-29,127.057053163618,West
404,Fruits,Produce,2023-12-03,490.094490532279,Central
405,Chicken,Dairy,2023-11-10,20.7894393185966,North
406,Bread,Dairy,2023-07-25,152.24169183345,North
407,Milk,Dairy,2023-02-28,299.990738033055,East
408,Fruits,Produce,2023-06-30,88.6101856777396,Central
409,Chicken,Dairy,2023-09-29,474.913522925167,East
410,Rice,Bakery,2023-12-02,168.459794738612,Central
411,Milk,Bakery,2023-08-22,115.515810073306,South
412,Fruits,Meat,2023-05-04,419.49105728034,South
413,Eggs,Grains,2023-01-14,391.879139065094,Central
414,Milk,Meat,2023-06-14,76.0537729144121,South
415,Milk,Dairy,2023-02-15,329.052658371605,South
416,Rice,Dairy,2023-10-18,55.3482314398776,West
417,Rice,Grains,2023-05-15,217.61537454381,South
418,Eggs,Meat,2023-08-10,188.049003160638,North
419,Milk,Produce,2023-08-09,493.340844414775,West
420,Bread,Dairy,2023-06-15,79.9911830801184,North
421,Vegetables,Produce,2023-11-27,185.179554901857,West
422,Fruits,Grains,2023-01-11,225.727855730208,South
423,Bread,Produce,2023-03-10,59.6362591351945,North
424,Eggs,Produce,2023-12-30,479.05951028198,North
425,Bread,Produce,2023-02-25,46.4480188363247,West
426,Eggs,Meat,2023-03-28,137.582267470926,North
427,Fruits,Produce,2023-05-24,321.213412561163,West
428,Rice,Meat,2023-07-11,208.437528062894,South
429,Milk,Meat,2023-10-09,447.625725538195,South
430,Vegetables,Meat,2023-02-03,452.277529832496,North
431,Milk,Produce,2023-01-23,187.681743971771,Central
432,Fruits,Grains,2023-08-01,121.685344415361,East
433,Bread,Produce,2023-09-11,52.9834585514304,North
434,Vegetables,Grains,2023-05-21,174.066530845296,North
435,Bread,Meat,2023-11-15,323.708143126076,East
436,Rice,Grains,2023-07-21,493.614597457127,Central
437,Bread,Produce,2023-08-08,34.9453166004675,East
438,Eggs,Meat,2023-02-04,483.877757633903,East
439,Eggs,Dairy,2023-12-12,460.173920782168,South
440,Eggs,Meat,2023-07-02,187.71672931761,East
441,Milk,Bakery,2023-06-08,37.4277059540276,South
442,Rice,Meat,2023-07-14,190.714516534705,East
443,Bread,Produce,2023-04-22,165.389333945986,North
444,Eggs,Meat,2023-03-21,41.6700221538776,South
445,Vegetables,Produce,2023-04-21,378.785201681105,Central
446,Chicken,Bakery,2023-11-19,233.310913835578,South
447,Bread,Bakery,2023-12-20,62.2394205928585,West
448,Rice,Meat,2023-11-12,491.16115626903,North
449,Rice,Grains,2023-05-17,396.941110041957,Central
450,Bread,Bakery,2023-03-26,139.64154436145,West
451,Milk,Produce,2023-09-23,479.740628919982,West
452,Fruits,Dairy,2023-01-03,441.027632004067,North
453,Vegetables,Meat,2023-03-14,495.435182156108,North
454,Milk,Meat,2023-03-25,100.859427968406,Central
455,Rice,Dairy,2023-05-03,240.859890816978,West
456,Chicken,Bakery,2023-09-02,232.909017126456,Central
457,Rice,Grains,2023-05-22,76.0060971884646,East
458,Vegetables,Dairy,2023-02-21,435.112984872567,North
459,Milk,Bakery,2023-03-17,5.18427392864106,East
460,Bread,Meat,2023-08-16,422.932404278901,East
461,Bread,Grains,2023-03-20,255.266511782353,East
462,Milk,Produce,2023-02-26,193.073147730814,Central
463,Fruits,Meat,2023-12-09,49.9099965033529,South
464,Bread,Meat,2023-07-28,28.2497113372244,North
465,Milk,Meat,2023-06-12,141.223636574633,West
466,Vegetables,Dairy,2023-02-12,60.4116509959706,East
467,Milk,Bakery,2023-06-03,103.056628799936,North
468,Fruits,Grains,2023-01-05,237.918780715642,Central
469,Rice,Dairy,2023-08-11,273.225031414963,East
470,Chicken,Dairy,2023-04-20,408.699370305321,South
471,Chicken,Produce,2023-04-13,186.672810957243,East
472,Rice,Bakery,2023-03-29,303.143969353534,South
473,Eggs,Meat,2023-07-09,380.216066623017,North
474,Bread,Meat,2023-12-15,357.717375102526,East
475,Bread,Bakery,2023-03-27,409.996072797377,North
476,Fruits,Dairy,2023-02-25,141.440558730907,West
477,Rice,Meat,2023-03-12,287.508385211029,West
478,Eggs,Bakery,2023-02-28,52.2845598775788,East
479,Bread,Bakery,2023-05-21,23.6106659652702,East
480,Chicken,Grains,2023-04-21,491.964161535711,Central
481,Eggs,Meat,2023-11-07,54.6835955860483,West
482,Chicken,Bakery,2023-03-03,253.062803453727,North
483,Rice,Meat,2023-03-28,95.2134950340041,East
484,Vegetables,Dairy,2023-05-29,313.988507724255,North
485,Chicken,Bakery,2023-02-24,253.769613123399,North
486,Milk,Bakery,2023-06-13,391.39178822475,Central
487,Rice,Dairy,2023-05-30,120.31183395815,West
488,Chicken,Dairy,2023-01-21,490.600957805336,Central
489,Fruits,Produce,2023-10-07,262.692203515697,East
490,Vegetables,Produce,2023-07-08,327.076319877034,Central
491,Fruits,Bakery,2023-02-27,260.632025855814,East
492,Rice,Grains,2023-05-31,312.709579985768,West
493,Fruits,Grains,2023-06-06,94.7399260355099,South
494,Bread,Grains,2023-10-29,342.915241669621,Central
495,Rice,Bakery,2023-08-29,204.567660698875,Central
496,Milk,Grains,2023-02-25,316.09079281534,South
497,Vegetables,Dairy,2023-07-07,104.249808927369,South
498,Rice,Grains,2023-10-29,69.1105153807243,South
499,Rice,Bakery,2023-02-09,227.56345663837,Central
500,Bread,Bakery,2023-07-29,123.294008898084,Central
501,Rice,Produce,2023-02-22,430.4530931951,North
502,Bread,Produce,2023-06-25,333.946774499149,South
503,Vegetables,Produce,2023-02-28,475.049997766284,North
504,Milk,Bakery,2023-08-01,50.941649746978,South
505,Fruits,Dairy,2023-07-29,67.6076151907445,South
506,Rice,Dairy,2023-01-26,443.390023799809,East
507,Fruits,Grains,2023-08-16,429.735160966048,East
508,Bread,Produce,2023-10-01,225.246913927319,South
